,image_index,iou,segment_index,segment_type,segment_size
0,0,0.8778625954198473,1,false_positives,1
1,0,0.8778625954198473,2,false_positives,5
2,0,0.8778625954198473,3,false_positives,1
3,0,0.8778625954198473,4,false_positives,9
0,0,0.8778625954198473,1,false_negatives,6
1,0,0.8778625954198473,2,false_negatives,1
2,0,0.8778625954198473,3,false_negatives,1
3,0,0.8778625954198473,4,false_negatives,3
4,0,0.8778625954198473,5,false_negatives,1
5,0,0.8778625954198473,6,false_negatives,4
0,0,0.8778625954198473,1,true_positives,230
0,1,0.9541267834567455,1,false_positives,23
1,1,0.9541267834567455,2,false_positives,1
2,1,0.9541267834567455,3,false_positives,2
3,1,0.9541267834567455,4,false_positives,1
4,1,0.9541267834567455,5,false_positives,2
5,1,0.9541267834567455,6,false_positives,66
6,1,0.9541267834567455,7,false_positives,1
7,1,0.9541267834567455,8,false_positives,4
8,1,0.9541267834567455,9,false_positives,6
9,1,0.9541267834567455,10,false_positives,2
10,1,0.9541267834567455,11,false_positives,1
11,1,0.9541267834567455,12,false_positives,1
12,1,0.9541267834567455,13,false_positives,1
13,1,0.9541267834567455,14,false_positives,2
14,1,0.9541267834567455,15,false_positives,4
15,1,0.9541267834567455,16,false_positives,3
16,1,0.9541267834567455,17,false_positives,2
17,1,0.9541267834567455,18,false_positives,1
18,1,0.9541267834567455,19,false_positives,3
19,1,0.9541267834567455,20,false_positives,5
0,1,0.9541267834567455,1,false_negatives,4
1,1,0.9541267834567455,2,false_negatives,2
2,1,0.9541267834567455,3,false_negatives,1
3,1,0.9541267834567455,4,false_negatives,2
4,1,0.9541267834567455,5,false_negatives,18
5,1,0.9541267834567455,6,false_negatives,2
6,1,0.9541267834567455,7,false_negatives,35
7,1,0.9541267834567455,8,false_negatives,1
8,1,0.9541267834567455,9,false_negatives,3
9,1,0.9541267834567455,10,false_negatives,11
10,1,0.9541267834567455,11,false_negatives,1
11,1,0.9541267834567455,12,false_negatives,43
0,1,0.9541267834567455,1,true_positives,5283
0,2,0.7464285714285714,1,false_positives,1
1,2,0.7464285714285714,2,false_positives,1
2,2,0.7464285714285714,3,false_positives,2
3,2,0.7464285714285714,4,false_positives,451
4,2,0.7464285714285714,5,false_positives,1
5,2,0.7464285714285714,6,false_positives,1
0,2,0.7464285714285714,1,false_negatives,536
1,2,0.7464285714285714,2,false_negatives,1
2,2,0.7464285714285714,3,false_negatives,1
3,2,0.7464285714285714,4,false_negatives,4
4,2,0.7464285714285714,5,false_negatives,1
5,2,0.7464285714285714,6,false_negatives,1
6,2,0.7464285714285714,7,false_negatives,3
7,2,0.7464285714285714,8,false_negatives,1
8,2,0.7464285714285714,9,false_negatives,202
0,2,0.7464285714285714,1,true_positives,693
1,2,0.7464285714285714,2,true_positives,12
2,2,0.7464285714285714,3,true_positives,4
3,2,0.7464285714285714,4,true_positives,1
4,2,0.7464285714285714,5,true_positives,2838
5,2,0.7464285714285714,6,true_positives,1
6,2,0.7464285714285714,7,true_positives,1
7,2,0.7464285714285714,8,true_positives,2
8,2,0.7464285714285714,9,true_positives,1
0,3,0.90625,1,false_positives,13
1,3,0.90625,2,false_positives,1
2,3,0.90625,3,false_positives,1
3,3,0.90625,4,false_positives,1
4,3,0.90625,5,false_positives,2
5,3,0.90625,6,false_positives,13
6,3,0.90625,7,false_positives,1
7,3,0.90625,8,false_positives,3
8,3,0.90625,9,false_positives,1
9,3,0.90625,10,false_positives,2
10,3,0.90625,11,false_positives,18
0,3,0.90625,1,false_negatives,1
1,3,0.90625,2,false_negatives,32
2,3,0.90625,3,false_negatives,2
3,3,0.90625,4,false_negatives,3
4,3,0.90625,5,false_negatives,2
5,3,0.90625,6,false_negatives,1
6,3,0.90625,7,false_negatives,5
0,3,0.90625,1,true_positives,986
0,4,0.9375571123971976,1,false_positives,1
1,4,0.9375571123971976,2,false_positives,3
2,4,0.9375571123971976,3,false_positives,7
3,4,0.9375571123971976,4,false_positives,4
4,4,0.9375571123971976,5,false_positives,1
5,4,0.9375571123971976,6,false_positives,4
6,4,0.9375571123971976,7,false_positives,21
7,4,0.9375571123971976,8,false_positives,8
8,4,0.9375571123971976,9,false_positives,2
9,4,0.9375571123971976,10,false_positives,2
10,4,0.9375571123971976,11,false_positives,1
11,4,0.9375571123971976,12,false_positives,2
12,4,0.9375571123971976,13,false_positives,1
13,4,0.9375571123971976,14,false_positives,2
14,4,0.9375571123971976,15,false_positives,2
15,4,0.9375571123971976,16,false_positives,1
16,4,0.9375571123971976,17,false_positives,22
0,4,0.9375571123971976,1,false_negatives,7
1,4,0.9375571123971976,2,false_negatives,2
2,4,0.9375571123971976,3,false_negatives,1
3,4,0.9375571123971976,4,false_negatives,1
4,4,0.9375571123971976,5,false_negatives,37
5,4,0.9375571123971976,6,false_negatives,25
6,4,0.9375571123971976,7,false_negatives,1
7,4,0.9375571123971976,8,false_negatives,1
8,4,0.9375571123971976,9,false_negatives,7
9,4,0.9375571123971976,10,false_negatives,5
10,4,0.9375571123971976,11,false_negatives,9
11,4,0.9375571123971976,12,false_negatives,10
12,4,0.9375571123971976,13,false_negatives,13
13,4,0.9375571123971976,14,false_negatives,1
14,4,0.9375571123971976,15,false_negatives,1
0,4,0.9375571123971976,1,true_positives,3078
0,5,0.9582429501084598,1,false_positives,17
1,5,0.9582429501084598,2,false_positives,9
2,5,0.9582429501084598,3,false_positives,1
3,5,0.9582429501084598,4,false_positives,1
4,5,0.9582429501084598,5,false_positives,1
5,5,0.9582429501084598,6,false_positives,1
6,5,0.9582429501084598,7,false_positives,1
7,5,0.9582429501084598,8,false_positives,1
8,5,0.9582429501084598,9,false_positives,1
9,5,0.9582429501084598,10,false_positives,5
10,5,0.9582429501084598,11,false_positives,8
11,5,0.9582429501084598,12,false_positives,3
12,5,0.9582429501084598,13,false_positives,1
13,5,0.9582429501084598,14,false_positives,1
14,5,0.9582429501084598,15,false_positives,1
15,5,0.9582429501084598,16,false_positives,1
16,5,0.9582429501084598,17,false_positives,63
17,5,0.9582429501084598,18,false_positives,1
18,5,0.9582429501084598,19,false_positives,1
19,5,0.9582429501084598,20,false_positives,1
0,5,0.9582429501084598,1,false_negatives,3
1,5,0.9582429501084598,2,false_negatives,6
2,5,0.9582429501084598,3,false_negatives,2
3,5,0.9582429501084598,4,false_negatives,1
4,5,0.9582429501084598,5,false_negatives,1
5,5,0.9582429501084598,6,false_negatives,2
6,5,0.9582429501084598,7,false_negatives,1
7,5,0.9582429501084598,8,false_negatives,3
8,5,0.9582429501084598,9,false_negatives,5
9,5,0.9582429501084598,10,false_negatives,10
10,5,0.9582429501084598,11,false_negatives,3
11,5,0.9582429501084598,12,false_negatives,8
12,5,0.9582429501084598,13,false_negatives,5
13,5,0.9582429501084598,14,false_negatives,68
14,5,0.9582429501084598,15,false_negatives,1
15,5,0.9582429501084598,16,false_negatives,4
16,5,0.9582429501084598,17,false_negatives,1
17,5,0.9582429501084598,18,false_negatives,1
18,5,0.9582429501084598,19,false_negatives,51
19,5,0.9582429501084598,20,false_negatives,9
20,5,0.9582429501084598,21,false_negatives,1
21,5,0.9582429501084598,22,false_negatives,3
0,5,0.9582429501084598,1,true_positives,7068
0,6,0.8933333333333333,1,false_positives,7
1,6,0.8933333333333333,2,false_positives,8
2,6,0.8933333333333333,3,false_positives,1
3,6,0.8933333333333333,4,false_positives,21
0,6,0.8933333333333333,1,false_negatives,2
1,6,0.8933333333333333,2,false_negatives,10
2,6,0.8933333333333333,3,false_negatives,14
3,6,0.8933333333333333,4,false_negatives,1
0,6,0.8933333333333333,1,true_positives,536
0,7,0.9090909090909091,1,false_positives,2
1,7,0.9090909090909091,2,false_positives,30
2,7,0.9090909090909091,3,false_positives,1
3,7,0.9090909090909091,4,false_positives,9
4,7,0.9090909090909091,5,false_positives,2
5,7,0.9090909090909091,6,false_positives,7
6,7,0.9090909090909091,7,false_positives,1
7,7,0.9090909090909091,8,false_positives,1
0,7,0.9090909090909091,1,false_negatives,14
1,7,0.9090909090909091,2,false_negatives,13
2,7,0.9090909090909091,3,false_negatives,1
3,7,0.9090909090909091,4,false_negatives,1
4,7,0.9090909090909091,5,false_negatives,1
5,7,0.9090909090909091,6,false_negatives,1
6,7,0.9090909090909091,7,false_negatives,1
7,7,0.9090909090909091,8,false_negatives,16
8,7,0.9090909090909091,9,false_negatives,5
9,7,0.9090909090909091,10,false_negatives,2
0,7,0.9090909090909091,1,true_positives,1080
0,8,0.9060693641618497,1,false_positives,39
1,8,0.9060693641618497,2,false_positives,6
2,8,0.9060693641618497,3,false_positives,1
3,8,0.9060693641618497,4,false_positives,2
4,8,0.9060693641618497,5,false_positives,4
5,8,0.9060693641618497,6,false_positives,1
6,8,0.9060693641618497,7,false_positives,1
7,8,0.9060693641618497,8,false_positives,8
8,8,0.9060693641618497,9,false_positives,1
9,8,0.9060693641618497,10,false_positives,1
0,8,0.9060693641618497,1,false_negatives,1
1,8,0.9060693641618497,2,false_negatives,3
2,8,0.9060693641618497,3,false_negatives,6
3,8,0.9060693641618497,4,false_negatives,3
4,8,0.9060693641618497,5,false_negatives,1
5,8,0.9060693641618497,6,false_negatives,1
6,8,0.9060693641618497,7,false_negatives,1
7,8,0.9060693641618497,8,false_negatives,2
8,8,0.9060693641618497,9,false_negatives,1
9,8,0.9060693641618497,10,false_negatives,1
10,8,0.9060693641618497,11,false_negatives,31
11,8,0.9060693641618497,12,false_negatives,15
0,8,0.9060693641618497,1,true_positives,1254
0,9,0.9013296011196641,1,false_positives,1
1,9,0.9013296011196641,2,false_positives,13
2,9,0.9013296011196641,3,false_positives,2
3,9,0.9013296011196641,4,false_positives,5
4,9,0.9013296011196641,5,false_positives,1
5,9,0.9013296011196641,6,false_positives,3
6,9,0.9013296011196641,7,false_positives,1
7,9,0.9013296011196641,8,false_positives,1
8,9,0.9013296011196641,9,false_positives,1
9,9,0.9013296011196641,10,false_positives,6
10,9,0.9013296011196641,11,false_positives,4
0,9,0.9013296011196641,1,false_negatives,1
1,9,0.9013296011196641,2,false_negatives,1
2,9,0.9013296011196641,3,false_negatives,1
3,9,0.9013296011196641,4,false_negatives,1
4,9,0.9013296011196641,5,false_negatives,1
5,9,0.9013296011196641,6,false_negatives,1
6,9,0.9013296011196641,7,false_negatives,88
7,9,0.9013296011196641,8,false_negatives,1
8,9,0.9013296011196641,9,false_negatives,1
9,9,0.9013296011196641,10,false_negatives,1
10,9,0.9013296011196641,11,false_negatives,1
11,9,0.9013296011196641,12,false_negatives,1
12,9,0.9013296011196641,13,false_negatives,4
0,9,0.9013296011196641,1,true_positives,1288
0,10,0.7968892955169259,1,false_positives,2
1,10,0.7968892955169259,2,false_positives,1
2,10,0.7968892955169259,3,false_positives,38
3,10,0.7968892955169259,4,false_positives,2
4,10,0.7968892955169259,5,false_positives,1
5,10,0.7968892955169259,6,false_positives,12
6,10,0.7968892955169259,7,false_positives,1
7,10,0.7968892955169259,8,false_positives,16
8,10,0.7968892955169259,9,false_positives,12
9,10,0.7968892955169259,10,false_positives,1
10,10,0.7968892955169259,11,false_positives,32
11,10,0.7968892955169259,12,false_positives,2
12,10,0.7968892955169259,13,false_positives,1
13,10,0.7968892955169259,14,false_positives,3
14,10,0.7968892955169259,15,false_positives,1
15,10,0.7968892955169259,16,false_positives,3
16,10,0.7968892955169259,17,false_positives,22
17,10,0.7968892955169259,18,false_positives,9
18,10,0.7968892955169259,19,false_positives,2
0,10,0.7968892955169259,1,false_negatives,138
1,10,0.7968892955169259,2,false_negatives,1
2,10,0.7968892955169259,3,false_negatives,9
3,10,0.7968892955169259,4,false_negatives,4
4,10,0.7968892955169259,5,false_negatives,1
5,10,0.7968892955169259,6,false_negatives,4
6,10,0.7968892955169259,7,false_negatives,5
7,10,0.7968892955169259,8,false_negatives,3
8,10,0.7968892955169259,9,false_negatives,2
9,10,0.7968892955169259,10,false_negatives,1
10,10,0.7968892955169259,11,false_negatives,1
11,10,0.7968892955169259,12,false_negatives,2
12,10,0.7968892955169259,13,false_negatives,11
13,10,0.7968892955169259,14,false_negatives,5
14,10,0.7968892955169259,15,false_negatives,10
15,10,0.7968892955169259,16,false_negatives,3
16,10,0.7968892955169259,17,false_negatives,1
17,10,0.7968892955169259,18,false_negatives,2
18,10,0.7968892955169259,19,false_negatives,25
19,10,0.7968892955169259,20,false_negatives,1
20,10,0.7968892955169259,21,false_negatives,1
21,10,0.7968892955169259,22,false_negatives,2
22,10,0.7968892955169259,23,false_negatives,1
23,10,0.7968892955169259,24,false_negatives,7
24,10,0.7968892955169259,25,false_negatives,2
25,10,0.7968892955169259,26,false_negatives,4
26,10,0.7968892955169259,27,false_negatives,1
27,10,0.7968892955169259,28,false_negatives,3
28,10,0.7968892955169259,29,false_negatives,33
0,10,0.7968892955169259,1,true_positives,1741
1,10,0.7968892955169259,2,true_positives,1
0,11,0.9036144578313253,1,false_positives,25
1,11,0.9036144578313253,2,false_positives,7
2,11,0.9036144578313253,3,false_positives,2
3,11,0.9036144578313253,4,false_positives,1
4,11,0.9036144578313253,5,false_positives,1
5,11,0.9036144578313253,6,false_positives,202
6,11,0.9036144578313253,7,false_positives,4
7,11,0.9036144578313253,8,false_positives,67
8,11,0.9036144578313253,9,false_positives,2
9,11,0.9036144578313253,10,false_positives,3
10,11,0.9036144578313253,11,false_positives,1
11,11,0.9036144578313253,12,false_positives,5
12,11,0.9036144578313253,13,false_positives,6
13,11,0.9036144578313253,14,false_positives,1
14,11,0.9036144578313253,15,false_positives,1
0,11,0.9036144578313253,1,false_negatives,20
1,11,0.9036144578313253,2,false_negatives,1
2,11,0.9036144578313253,3,false_negatives,1
3,11,0.9036144578313253,4,false_negatives,4
4,11,0.9036144578313253,5,false_negatives,1
5,11,0.9036144578313253,6,false_negatives,169
6,11,0.9036144578313253,7,false_negatives,27
7,11,0.9036144578313253,8,false_negatives,21
8,11,0.9036144578313253,9,false_negatives,3
9,11,0.9036144578313253,10,false_negatives,56
10,11,0.9036144578313253,11,false_negatives,4
11,11,0.9036144578313253,12,false_negatives,76
12,11,0.9036144578313253,13,false_negatives,1
0,11,0.9036144578313253,1,true_positives,6675
0,12,0.8970588235294118,1,false_positives,1
1,12,0.8970588235294118,2,false_positives,9
2,12,0.8970588235294118,3,false_positives,4
3,12,0.8970588235294118,4,false_positives,1
4,12,0.8970588235294118,5,false_positives,3
5,12,0.8970588235294118,6,false_positives,3
0,12,0.8970588235294118,1,false_negatives,3
1,12,0.8970588235294118,2,false_negatives,2
2,12,0.8970588235294118,3,false_negatives,1
3,12,0.8970588235294118,4,false_negatives,4
4,12,0.8970588235294118,5,false_negatives,1
5,12,0.8970588235294118,6,false_negatives,2
6,12,0.8970588235294118,7,false_negatives,1
0,12,0.8970588235294118,1,true_positives,305
0,13,0.9030016116035455,1,false_positives,1
1,13,0.9030016116035455,2,false_positives,142
2,13,0.9030016116035455,3,false_positives,238
3,13,0.9030016116035455,4,false_positives,1
4,13,0.9030016116035455,5,false_positives,1
5,13,0.9030016116035455,6,false_positives,2
6,13,0.9030016116035455,7,false_positives,4
7,13,0.9030016116035455,8,false_positives,1
8,13,0.9030016116035455,9,false_positives,2
9,13,0.9030016116035455,10,false_positives,1
10,13,0.9030016116035455,11,false_positives,1
11,13,0.9030016116035455,12,false_positives,9
12,13,0.9030016116035455,13,false_positives,16
0,13,0.9030016116035455,1,false_negatives,287
1,13,0.9030016116035455,2,false_negatives,2
2,13,0.9030016116035455,3,false_negatives,8
3,13,0.9030016116035455,4,false_negatives,4
4,13,0.9030016116035455,5,false_negatives,1
5,13,0.9030016116035455,6,false_negatives,1
6,13,0.9030016116035455,7,false_negatives,2
7,13,0.9030016116035455,8,false_negatives,1
8,13,0.9030016116035455,9,false_negatives,1
9,13,0.9030016116035455,10,false_negatives,7
10,13,0.9030016116035455,11,false_negatives,3
11,13,0.9030016116035455,12,false_negatives,46
12,13,0.9030016116035455,13,false_negatives,1
13,13,0.9030016116035455,14,false_negatives,1
14,13,0.9030016116035455,15,false_negatives,179
0,13,0.9030016116035455,1,true_positives,8965
0,14,0.8926605504587156,1,false_positives,1
1,14,0.8926605504587156,2,false_positives,1
2,14,0.8926605504587156,3,false_positives,1
3,14,0.8926605504587156,4,false_positives,1
4,14,0.8926605504587156,5,false_positives,1
5,14,0.8926605504587156,6,false_positives,1
6,14,0.8926605504587156,7,false_positives,1
7,14,0.8926605504587156,8,false_positives,60
0,14,0.8926605504587156,1,false_negatives,1
1,14,0.8926605504587156,2,false_negatives,16
2,14,0.8926605504587156,3,false_negatives,13
3,14,0.8926605504587156,4,false_negatives,1
4,14,0.8926605504587156,5,false_negatives,2
5,14,0.8926605504587156,6,false_negatives,17
0,14,0.8926605504587156,1,true_positives,973
0,15,0.8926886792452831,1,false_positives,1
1,15,0.8926886792452831,2,false_positives,2
2,15,0.8926886792452831,3,false_positives,7
3,15,0.8926886792452831,4,false_positives,4
4,15,0.8926886792452831,5,false_positives,2
5,15,0.8926886792452831,6,false_positives,5
6,15,0.8926886792452831,7,false_positives,1
7,15,0.8926886792452831,8,false_positives,2
8,15,0.8926886792452831,9,false_positives,6
9,15,0.8926886792452831,10,false_positives,1
0,15,0.8926886792452831,1,false_negatives,8
1,15,0.8926886792452831,2,false_negatives,8
2,15,0.8926886792452831,3,false_negatives,1
3,15,0.8926886792452831,4,false_negatives,1
4,15,0.8926886792452831,5,false_negatives,2
5,15,0.8926886792452831,6,false_negatives,4
6,15,0.8926886792452831,7,false_negatives,2
7,15,0.8926886792452831,8,false_negatives,2
8,15,0.8926886792452831,9,false_negatives,1
9,15,0.8926886792452831,10,false_negatives,2
10,15,0.8926886792452831,11,false_negatives,8
11,15,0.8926886792452831,12,false_negatives,11
12,15,0.8926886792452831,13,false_negatives,9
13,15,0.8926886792452831,14,false_negatives,1
0,15,0.8926886792452831,1,true_positives,757
0,16,0.9371141975308642,1,false_positives,2
1,16,0.9371141975308642,2,false_positives,3
2,16,0.9371141975308642,3,false_positives,1
3,16,0.9371141975308642,4,false_positives,1
4,16,0.9371141975308642,5,false_positives,2
5,16,0.9371141975308642,6,false_positives,1
6,16,0.9371141975308642,7,false_positives,39
7,16,0.9371141975308642,8,false_positives,8
8,16,0.9371141975308642,9,false_positives,1
9,16,0.9371141975308642,10,false_positives,11
10,16,0.9371141975308642,11,false_positives,10
11,16,0.9371141975308642,12,false_positives,1
12,16,0.9371141975308642,13,false_positives,22
0,16,0.9371141975308642,1,false_negatives,2
1,16,0.9371141975308642,2,false_negatives,1
2,16,0.9371141975308642,3,false_negatives,1
3,16,0.9371141975308642,4,false_negatives,1
4,16,0.9371141975308642,5,false_negatives,1
5,16,0.9371141975308642,6,false_negatives,2
6,16,0.9371141975308642,7,false_negatives,3
7,16,0.9371141975308642,8,false_negatives,2
8,16,0.9371141975308642,9,false_negatives,7
9,16,0.9371141975308642,10,false_negatives,31
10,16,0.9371141975308642,11,false_negatives,2
11,16,0.9371141975308642,12,false_negatives,8
0,16,0.9371141975308642,1,true_positives,2429
0,17,0.7230646448523543,1,false_positives,2
1,17,0.7230646448523543,2,false_positives,4
2,17,0.7230646448523543,3,false_positives,1
3,17,0.7230646448523543,4,false_positives,166
4,17,0.7230646448523543,5,false_positives,1
5,17,0.7230646448523543,6,false_positives,1
6,17,0.7230646448523543,7,false_positives,194
7,17,0.7230646448523543,8,false_positives,2
8,17,0.7230646448523543,9,false_positives,2
9,17,0.7230646448523543,10,false_positives,2
10,17,0.7230646448523543,11,false_positives,8
11,17,0.7230646448523543,12,false_positives,1
12,17,0.7230646448523543,13,false_positives,18
13,17,0.7230646448523543,14,false_positives,1
14,17,0.7230646448523543,15,false_positives,2
15,17,0.7230646448523543,16,false_positives,23
16,17,0.7230646448523543,17,false_positives,1
17,17,0.7230646448523543,18,false_positives,1
18,17,0.7230646448523543,19,false_positives,5
19,17,0.7230646448523543,20,false_positives,18
0,17,0.7230646448523543,1,false_negatives,265
1,17,0.7230646448523543,2,false_negatives,1
2,17,0.7230646448523543,3,false_negatives,4
3,17,0.7230646448523543,4,false_negatives,3
4,17,0.7230646448523543,5,false_negatives,1
5,17,0.7230646448523543,6,false_negatives,21
6,17,0.7230646448523543,7,false_negatives,1
7,17,0.7230646448523543,8,false_negatives,2
8,17,0.7230646448523543,9,false_negatives,268
9,17,0.7230646448523543,10,false_negatives,3
10,17,0.7230646448523543,11,false_negatives,1
11,17,0.7230646448523543,12,false_negatives,17
12,17,0.7230646448523543,13,false_negatives,1
0,17,0.7230646448523543,1,true_positives,2707
1,17,0.7230646448523543,2,true_positives,2
2,17,0.7230646448523543,3,true_positives,2
3,17,0.7230646448523543,4,true_positives,3
4,17,0.7230646448523543,5,true_positives,4
0,18,0.8708551483420593,1,false_positives,1
1,18,0.8708551483420593,2,false_positives,1
2,18,0.8708551483420593,3,false_positives,1
3,18,0.8708551483420593,4,false_positives,3
4,18,0.8708551483420593,5,false_positives,50
0,18,0.8708551483420593,1,false_negatives,11
1,18,0.8708551483420593,2,false_negatives,3
2,18,0.8708551483420593,3,false_negatives,12
3,18,0.8708551483420593,4,false_negatives,17
4,18,0.8708551483420593,5,false_negatives,1
5,18,0.8708551483420593,6,false_negatives,1
6,18,0.8708551483420593,7,false_negatives,40
7,18,0.8708551483420593,8,false_negatives,7
0,18,0.8708551483420593,1,true_positives,998
0,19,0.7406962785114045,1,false_positives,1
1,19,0.7406962785114045,2,false_positives,1
2,19,0.7406962785114045,3,false_positives,6
3,19,0.7406962785114045,4,false_positives,2
4,19,0.7406962785114045,5,false_positives,1
5,19,0.7406962785114045,6,false_positives,1
6,19,0.7406962785114045,7,false_positives,11
7,19,0.7406962785114045,8,false_positives,2
0,19,0.7406962785114045,1,false_negatives,26
1,19,0.7406962785114045,2,false_negatives,1
2,19,0.7406962785114045,3,false_negatives,1
3,19,0.7406962785114045,4,false_negatives,8
4,19,0.7406962785114045,5,false_negatives,4
5,19,0.7406962785114045,6,false_negatives,149
6,19,0.7406962785114045,7,false_negatives,1
7,19,0.7406962785114045,8,false_negatives,1
0,19,0.7406962785114045,1,true_positives,615
1,19,0.7406962785114045,2,true_positives,1
2,19,0.7406962785114045,3,true_positives,1
0,20,0.9001189060642093,1,false_positives,3
1,20,0.9001189060642093,2,false_positives,3
2,20,0.9001189060642093,3,false_positives,15
3,20,0.9001189060642093,4,false_positives,1
4,20,0.9001189060642093,5,false_positives,3
5,20,0.9001189060642093,6,false_positives,11
6,20,0.9001189060642093,7,false_positives,31
7,20,0.9001189060642093,8,false_positives,2
0,20,0.9001189060642093,1,false_negatives,18
1,20,0.9001189060642093,2,false_negatives,4
2,20,0.9001189060642093,3,false_negatives,3
3,20,0.9001189060642093,4,false_negatives,17
4,20,0.9001189060642093,5,false_negatives,1
5,20,0.9001189060642093,6,false_negatives,2
6,20,0.9001189060642093,7,false_negatives,1
7,20,0.9001189060642093,8,false_negatives,1
8,20,0.9001189060642093,9,false_negatives,4
9,20,0.9001189060642093,10,false_negatives,1
10,20,0.9001189060642093,11,false_negatives,2
11,20,0.9001189060642093,12,false_negatives,36
12,20,0.9001189060642093,13,false_negatives,5
13,20,0.9001189060642093,14,false_negatives,4
0,20,0.9001189060642093,1,true_positives,1514
0,21,0.8547008547008547,1,false_positives,9
1,21,0.8547008547008547,2,false_positives,2
2,21,0.8547008547008547,3,false_positives,1
3,21,0.8547008547008547,4,false_positives,56
4,21,0.8547008547008547,5,false_positives,1
5,21,0.8547008547008547,6,false_positives,2
0,21,0.8547008547008547,1,false_negatives,4
1,21,0.8547008547008547,2,false_negatives,14
2,21,0.8547008547008547,3,false_negatives,48
3,21,0.8547008547008547,4,false_negatives,31
4,21,0.8547008547008547,5,false_negatives,1
5,21,0.8547008547008547,6,false_negatives,1
0,21,0.8547008547008547,1,true_positives,1000
0,22,0.8284625158831004,1,false_positives,15
1,22,0.8284625158831004,2,false_positives,4
2,22,0.8284625158831004,3,false_positives,10
3,22,0.8284625158831004,4,false_positives,1
4,22,0.8284625158831004,5,false_positives,3
5,22,0.8284625158831004,6,false_positives,4
0,22,0.8284625158831004,1,false_negatives,8
1,22,0.8284625158831004,2,false_negatives,1
2,22,0.8284625158831004,3,false_negatives,9
3,22,0.8284625158831004,4,false_negatives,3
4,22,0.8284625158831004,5,false_negatives,1
5,22,0.8284625158831004,6,false_negatives,75
6,22,0.8284625158831004,7,false_negatives,1
0,22,0.8284625158831004,1,true_positives,652
0,23,0.8745247148288974,1,false_positives,28
0,23,0.8745247148288974,1,false_negatives,12
1,23,0.8745247148288974,2,false_negatives,1
2,23,0.8745247148288974,3,false_negatives,4
3,23,0.8745247148288974,4,false_negatives,2
4,23,0.8745247148288974,5,false_negatives,6
5,23,0.8745247148288974,6,false_negatives,9
6,23,0.8745247148288974,7,false_negatives,2
7,23,0.8745247148288974,8,false_negatives,1
8,23,0.8745247148288974,9,false_negatives,1
0,23,0.8745247148288974,1,true_positives,460
0,24,0.8468085106382979,1,false_positives,4
1,24,0.8468085106382979,2,false_positives,1
2,24,0.8468085106382979,3,false_positives,1
3,24,0.8468085106382979,4,false_positives,2
4,24,0.8468085106382979,5,false_positives,1
0,24,0.8468085106382979,1,false_negatives,26
1,24,0.8468085106382979,2,false_negatives,1
0,24,0.8468085106382979,1,true_positives,199
0,25,0.9221614667095529,1,false_positives,1
1,25,0.9221614667095529,2,false_positives,2
2,25,0.9221614667095529,3,false_positives,4
3,25,0.9221614667095529,4,false_positives,1
4,25,0.9221614667095529,5,false_positives,2
5,25,0.9221614667095529,6,false_positives,1
6,25,0.9221614667095529,7,false_positives,110
7,25,0.9221614667095529,8,false_positives,1
8,25,0.9221614667095529,9,false_positives,6
9,25,0.9221614667095529,10,false_positives,2
10,25,0.9221614667095529,11,false_positives,1
11,25,0.9221614667095529,12,false_positives,1
12,25,0.9221614667095529,13,false_positives,1
0,25,0.9221614667095529,1,false_negatives,46
1,25,0.9221614667095529,2,false_negatives,1
2,25,0.9221614667095529,3,false_negatives,1
3,25,0.9221614667095529,4,false_negatives,6
4,25,0.9221614667095529,5,false_negatives,1
5,25,0.9221614667095529,6,false_negatives,1
6,25,0.9221614667095529,7,false_negatives,53
0,25,0.9221614667095529,1,true_positives,2867
0,26,0.8300308234258036,1,false_positives,61
1,26,0.8300308234258036,2,false_positives,1
2,26,0.8300308234258036,3,false_positives,1
3,26,0.8300308234258036,4,false_positives,1
4,26,0.8300308234258036,5,false_positives,18
5,26,0.8300308234258036,6,false_positives,14
6,26,0.8300308234258036,7,false_positives,2
7,26,0.8300308234258036,8,false_positives,1
8,26,0.8300308234258036,9,false_positives,1
9,26,0.8300308234258036,10,false_positives,5
10,26,0.8300308234258036,11,false_positives,1
11,26,0.8300308234258036,12,false_positives,1
12,26,0.8300308234258036,13,false_positives,73
13,26,0.8300308234258036,14,false_positives,3
14,26,0.8300308234258036,15,false_positives,12
15,26,0.8300308234258036,16,false_positives,2
0,26,0.8300308234258036,1,false_negatives,61
1,26,0.8300308234258036,2,false_negatives,17
2,26,0.8300308234258036,3,false_negatives,4
3,26,0.8300308234258036,4,false_negatives,3
4,26,0.8300308234258036,5,false_negatives,1
5,26,0.8300308234258036,6,false_negatives,17
6,26,0.8300308234258036,7,false_negatives,7
7,26,0.8300308234258036,8,false_negatives,71
8,26,0.8300308234258036,9,false_negatives,8
0,26,0.8300308234258036,1,true_positives,1
1,26,0.8300308234258036,2,true_positives,1884
0,27,0.9097686375321337,1,false_positives,20
1,27,0.9097686375321337,2,false_positives,3
2,27,0.9097686375321337,3,false_positives,2
3,27,0.9097686375321337,4,false_positives,1
4,27,0.9097686375321337,5,false_positives,92
5,27,0.9097686375321337,6,false_positives,1
6,27,0.9097686375321337,7,false_positives,1
7,27,0.9097686375321337,8,false_positives,4
8,27,0.9097686375321337,9,false_positives,2
